hate_speech,tweet
non-hateful,"""Need these sox fuck yeah. I love a kinky scally lad w/ rank sox and sneaks"
hateful,"""I don't ever expose females like that.. That's childish.."" bitch nigga shiiii....."
non-hateful,"""""yasss""

*trys new things with bestfriend*""

*bitch who do you love*"
hateful,"""Dude remember this wop video? OMG WHERE DID YOU FIND THAT"
non-hateful,"""Thick raw fuck Damn his man pussy is getting a workout."
non-hateful,"""RAWR!! RT ""My"" sexy French scally. I love him! sexy scally woof woof"
non-hateful,"""Nothin in life is free.. Some of you bitches need to write that on ya panties""&"
non-hateful,"""if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha"
hateful,"""Niggas whole hoes out here cuz"" Couldn't had said it better..&"
non-hateful,"""Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches"""
non-hateful,"""if my fade is perpetually fresher than yours."" That's a real ass bitch rite there"
non-hateful,"""annoying bitch that I love JUDYANN'S SO PRETTY!!!!!"
non-hateful,"""bitch got on some huggies"
non-hateful,"""Hi bitch 
No bitch
Bye bitch"" "
non-hateful,"""does he look like a bitch?"" "
non-hateful,"""Chase money &not &hoes &&"
non-hateful,"""can't stand a ""I don't know what I want"" ass nigga &bitch*"
non-hateful,"""""""I'm on my way love a sexy scally fucker."
hateful,"""These newly gay bitches don't kno how shit works"""
non-hateful,"""When a bitch don't want a real job they just become strippers lol"" lol."
non-hateful,"""Awww Meat Meat In His Feelins""i ainn n my feelings bitch"
non-hateful,"""I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &"
non-hateful,"""Baby albino &"
non-hateful,"""these hoes ain't loyal."""
hateful,"""YASSSSSS, ORDERED CHINESE &bitch you just ate tacos you fat fuck"
non-hateful,"""I made that bitch lunch. Bitches love lunch."
hateful,"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! "
non-hateful,"""A pussy a day keeps the devil away"" -"
non-hateful,"""Ain't that about a bitch""... What does that mean?"
non-hateful,"""All these bitches want a baby, I don't want no children."""
non-hateful,"""And bitch you must be lost"" &"
non-hateful,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do"
non-hateful,"""Bae"" sounds like such a ghetto word. Use something else"
hateful,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself."
non-hateful,"""Bleed out hoe!!!"" -Alexa"
non-hateful,"""Boolin' in the bando wit a few bitches"""
non-hateful,"""Brownies for my brownie"" I love this movie. &"
non-hateful,"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday"
hateful,"""By the way we do punch bitches."""
non-hateful,"""Caesar is home"" RT &"
non-hateful,"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" "
non-hateful,"""Dad say hi to my snapchat"" 
Dad ""&duces bitch"" &"
non-hateful,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"""
non-hateful,"""Don't know no ugly bitches! Don't know no broke niggas!""--"
non-hateful,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd"
hateful,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
non-hateful,"""Don't you ever give my pussy away. You keep it tight, alright?"""
non-hateful,"""Dropped a stack cause bitch I'm ON"".
-
Song called ""Dope"".
Download the mixtape here: "
non-hateful,"""Dumb bitches do dumb things"""
hateful,"""Eat the pussy like a real nigga hungry"""
hateful,"""Eff it. Let's go after the cripple."" "
non-hateful,"""Everything look better with a bitch next to it"""
non-hateful,"""Facto Who cares if you a hoe when your ass looks like this? "
non-hateful,"""For every bad bitch there is a nigga tired of fucking her"""
non-hateful,"""Foreign chick, no lie.. Man that bitch Beautiful"""
hateful,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" "
non-hateful,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku"""
non-hateful,"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ "
non-hateful,"""Get me that shit bitch you is fine bear"""
hateful,"""Get your ass back to Detroit ya fuckin' wigger!"""
non-hateful,"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"""
non-hateful,"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please"
non-hateful,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?"""
non-hateful,"""He a bitch for hitting that hoe"" &"
hateful,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus"
non-hateful,"""He wanna be my nigga, but I'm just trinna be his savings account &&omg imma funny ass bitch man, but that's Real Shit &"
non-hateful,"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone"
hateful,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - "
non-hateful,"""Hey pussy you still there?"""
non-hateful,"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... "
non-hateful,"""How hotter than is it?"" ""A bitch."""
non-hateful,"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em"""
non-hateful,"""How you doing, crazy bitch?"" is hilarious!"
hateful,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""

Like, negro... one of the first things they LOOK at is shoes, dog"
non-hateful,"""I am a thrill billy..with a hillbilly heart."" -HAHAHAHAHA Jesus Murphy!"
non-hateful,"""I call him my bitch"" "
non-hateful,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa"
non-hateful,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista"
non-hateful,"""I don't love these hoes, baby It's me and you forever"""
non-hateful,"""I dont even need a picture of tamar, that bitch is beat in every picture""&"
non-hateful,"""I dont have hoes"" &"
non-hateful,"""I found a new way to chug you have to open your mouth alot"" "
non-hateful,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her"""
non-hateful,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi"""
non-hateful,"""I got a sister, she told me stop calling women bitches.."""
non-hateful,"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!"
non-hateful,"""I had a bitch that had a bitch, had the bitch eating halibut.."" - "
non-hateful,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably"
non-hateful,"""I heard you was looking for Candy Man, bitch"""
non-hateful,"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams "
non-hateful,"""I just got a number 3 I'm a bitch boy"""
non-hateful,"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&"
non-hateful,"""I only be with older men cause they're more mature""

That supposed to fool us bitch?"
non-hateful,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand."""
non-hateful,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like"""
non-hateful,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&the movie &"
non-hateful,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET."""
non-hateful,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- "
non-hateful,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger."
non-hateful,"""I woke up like thi-"" bitch go back to bed"
non-hateful,"""I would rather you call me bitch than sir"" -my manager"
non-hateful,"""I'll beat on that pussy so hard"""
non-hateful,"""I'll slit your throat-neck"" "
hateful,"""I'm a funky ass honkey."" - 's shout out to tonight before ""Cabaret"" &"
hateful,"""I'm comparing KFC to the pussy"" "
non-hateful,"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot"
non-hateful,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em"""
non-hateful,"""I'm gonna piss on your dimple Stop wasting prayers on trash teams lol"""
non-hateful,"""I'm probably your main bitch chocolate dipped cinnamon apple"""
non-hateful,"""I'm sick of his shit man Sit his bitch ass, I'm fed up bro RT ""Geno threw yet another pick smh"""""
hateful,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" "
non-hateful,"""IBS"" irritable bitch syndrome."
non-hateful,"""If you love her then hide yo bitch so you'll keep shorty.""
"
non-hateful,"""If you talk back to me you ain't getting no pussy.""
Me: "
hateful,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around."
hateful,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha "
non-hateful,"""In My Mind""
Gotta be the dumb hoe anthem..."
hateful,"""Is that an albino Mexican?""
""No dad, he's Asian."""
non-hateful,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. "
hateful,"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!"
non-hateful,"""It's never too late to tag a bitch.""- "
non-hateful,"""It's the dykes"" -hunter dyke with a dyke "
hateful,"""Julia Roberts, you're a ho"" "
non-hateful,"""Just follow the yellow brick twitter."""
non-hateful,"""LMFAOOOOOOOOOOOOOOOOOO If your pussy is good but my mama don&like you? Guess who gotta go&mama."""
non-hateful,"""LOL, cripple!"" - Wendy Davis. RT Scientists create remote-controlled chick to study shy penguins "
non-hateful,"""Let's do nips ahoy and spank me maybe"""
hateful,"""Let's kill cracker babies!"". WTF did I just hear???????? WOW."
hateful,"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?"""
non-hateful,"""Lmao &RT Pound cake look like pussy &"
non-hateful,"""Lmao The d.rose adidas are lighter than my phone .... Shit is retarded"""
non-hateful,"""Mam, Ren&doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit."
non-hateful,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &"
non-hateful,"""Mine plays DMX and kirk Franklin smh Well my neighbors are ghetto . They get up at like 5am and beat their kids."""
hateful,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &"
hateful,"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!"""
non-hateful,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
&"
non-hateful,"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it."
non-hateful,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really"""
hateful,"""Nah its You &yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" "
non-hateful,"""New Flame"" the song of the yr lol that bitch SUPER run like"
non-hateful,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&"
non-hateful,"""Niggas be pressed for pussy, Eeeeeen nothin"""
non-hateful,"""No bitches "" - nan"
non-hateful,"""No boats and hoes please thanks"" - Mom"
non-hateful,"""OVO"" &kendrick lamar still trash&"
non-hateful,"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - "
non-hateful,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game."
hateful,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488"
non-hateful,"""Pistol whip my Dickau, shoot yo bitch club up.""

Sometimes freestyles be freestyles. And I'm okay with that."
non-hateful,"""RT it for me. Please and thanks Did a pierced pussy just come across my timeline &"
non-hateful,"""Remy Machiavelli send shots to ya belly"" &my bitch &"
